"Date","Price","Open","High","Low","Vol.","Change %"
"10/28/2018","1,233.30","1,236.40","1,239.30","1,213.40","1.28M","-0.20%"
"10/21/2018","1,235.80","1,230.50","1,246.00","1,222.80","1.26M","0.58%"
"10/14/2018","1,228.70","1,221.20","1,236.90","1,220.40","1.20M","0.55%"
"10/07/2018","1,222.00","1,206.70","1,230.00","1,186.00","1.66M","1.36%"
"09/30/2018","1,205.60","1,196.10","1,212.30","1,188.10","1.39M","0.79%"
"09/23/2018","1,196.20","1,204.00","1,208.80","1,184.30","1.41M","-0.42%"
"09/16/2018","1,201.30","1,199.80","1,215.80","1,196.00","1.26M","0.02%"
"09/09/2018","1,201.10","1,200.70","1,218.00","1,192.70","1.37M","0.06%"
"09/02/2018","1,200.40","1,207.00","1,212.70","1,195.10","1.20M","-0.52%"
"08/26/2018","1,206.70","1,214.50","1,220.70","1,202.10","1.28M","-0.54%"
"08/19/2018","1,213.30","1,190.40","1,215.40","1,189.50","1.19M","2.46%"
"08/12/2018","1,184.20","1,218.40","1,221.40","1,167.10","1.61M","-2.85%"
"08/05/2018","1,219.00","1,222.00","1,226.00","1,213.10","1.23M","-0.34%"
"07/29/2018","1,223.20","1,231.10","1,237.80","1,212.50","1.21M","0.02%"
"07/22/2018","1,223.00","1,231.70","1,235.30","1,216.70","1.44M","-0.66%"
"07/15/2018","1,231.10","1,241.00","1,245.80","1,210.70","1.57M","-0.81%"
"07/08/2018","1,241.20","1,255.70","1,266.90","1,236.20","1.29M","-1.16%"
"07/01/2018","1,255.80","1,253.40","1,261.00","1,238.80","1.15M","0.10%"
"06/24/2018","1,254.50","1,272.20","1,274.40","1,246.90","1.18M","-1.27%"
"06/17/2018","1,270.70","1,281.10","1,286.80","1,262.40","1.18M","-0.61%"
"06/10/2018","1,278.50","1,303.50","1,313.00","1,277.90","1.58M","-1.86%"
"06/03/2018","1,302.70","1,296.70","1,307.80","1,293.50","1.22M","0.26%"
"05/27/2018","1,299.30","1,297.20","1,311.50","1,291.40","1.36M","-0.34%"
"05/20/2018","1,303.70","1,290.30","1,307.20","1,281.20","1.75M","0.96%"
"05/13/2018","1,291.30","1,318.30","1,322.40","1,284.00","1.62M","-2.23%"
"05/06/2018","1,320.70","1,316.30","1,326.30","1,304.20","1.66M","0.46%"
"04/29/2018","1,314.70","1,324.00","1,325.90","1,302.30","1.56M","-0.66%"
"04/22/2018","1,323.40","1,336.20","1,337.60","1,315.80","1.38M","-1.11%"
"04/15/2018","1,338.30","1,349.80","1,359.00","1,337.00","1.48M","-0.71%"
"04/08/2018","1,347.90","1,338.00","1,369.40","1,330.10","1.67M","0.88%"
"04/01/2018","1,336.10","1,330.70","1,352.50","1,322.60","1.55M","0.66%"
"03/25/2018","1,327.30","1,347.00","1,356.80","1,325.40","1.28M","-1.67%"
"03/18/2018","1,349.90","1,312.90","1,350.40","1,306.60","1.88M","2.87%"
"03/11/2018","1,312.30","1,324.10","1,330.50","1,309.50","1.35M","-0.88%"
"03/04/2018","1,324.00","1,324.90","1,342.00","1,313.20","1.41M","0.05%"
"02/25/2018","1,323.40","1,330.40","1,342.90","1,303.60","1.53M","-0.52%"
"02/18/2018","1,330.30","1,350.20","1,354.00","1,322.90","1.00M","-1.91%"
"02/11/2018","1,356.20","1,317.10","1,364.40","1,316.30","1.35M","3.08%"
"02/04/2018","1,315.70","1,334.60","1,349.30","1,309.00","1.81M","-1.62%"
"01/28/2018","1,337.30","1,349.00","1,354.30","1,330.10","1.81M","-1.09%"
"01/21/2018","1,352.10","1,334.00","1,365.40","1,328.00","2.09M","1.43%"
"01/14/2018","1,333.10","1,337.30","1,345.00","1,324.30","1.45M","-0.13%"
"01/07/2018","1,334.90","1,321.80","1,340.00","1,308.90","1.60M","0.95%"
"01/01/2018","1,322.30","1,305.30","1,327.30","1,304.60","1.33M","0.99%"
"12/25/2017","1,309.30","1,279.00","1,309.80","1,277.70","807.36K","2.39%"
"12/17/2017","1,278.80","1,257.80","1,280.40","1,255.30","1.02M","1.69%"
"12/10/2017","1,257.50","1,249.20","1,264.50","1,238.30","1.26M","0.73%"
"12/03/2017","1,248.40","1,277.60","1,280.50","1,244.40","1.45M","-2.64%"
"11/26/2017","1,282.30","1,288.00","1,300.40","1,273.10","1.78M","-0.39%"
"11/19/2017","1,287.30","1,294.10","1,295.10","1,274.10","1.49M","-0.71%"
"11/12/2017","1,296.50","1,275.30","1,297.50","1,269.70","1.67M","1.75%"
"11/05/2017","1,274.20","1,270.70","1,289.50","1,266.40","1.80M","0.39%"
"10/29/2017","1,269.20","1,274.30","1,285.10","1,265.90","1.67M","-0.20%"
"10/22/2017","1,271.80","1,281.50","1,285.30","1,263.80","1.68M","-0.68%"
"10/15/2017","1,280.50","1,306.00","1,308.40","1,277.60","1.54M","-1.85%"
"10/08/2017","1,304.60","1,278.60","1,306.40","1,277.70","1.32M","2.33%"
"10/01/2017","1,274.90","1,282.20","1,285.00","1,262.80","1.35M","-0.77%"
"09/24/2017","1,284.80","1,301.50","1,317.10","1,278.20","1.70M","-0.98%"
"09/17/2017","1,297.50","1,324.00","1,324.00","1,291.20","1.56M","-2.09%"
"09/10/2017","1,325.20","1,341.50","1,344.60","1,319.50","1.55M","-1.92%"
"09/03/2017","1,351.20","1,339.70","1,362.40","1,331.10","1.43M","1.56%"
"08/27/2017","1,330.40","1,297.60","1,334.50","1,297.00","1.93M","2.50%"
"08/20/2017","1,297.90","1,289.10","1,301.40","1,281.30","1.37M","0.49%"
"08/13/2017","1,291.60","1,296.40","1,306.90","1,272.70","1.53M","-0.19%"
"08/06/2017","1,294.00","1,264.30","1,298.10","1,257.10","1.20M","2.32%"
"07/30/2017","1,264.60","1,276.30","1,280.30","1,259.80","1.07M","-0.84%"
"07/23/2017","1,275.30","1,255.50","1,277.00","1,243.20","1.17M","1.63%"
"07/16/2017","1,254.90","1,228.70","1,255.90","1,227.50","1.14M","2.23%"
"07/09/2017","1,227.50","1,212.10","1,232.70","1,204.00","1.21M","1.47%"
"07/02/2017","1,209.70","1,241.70","1,242.60","1,206.60","1.17M","-2.62%"
"06/25/2017","1,242.30","1,258.10","1,259.00","1,236.50","1.14M","-1.12%"
"06/18/2017","1,256.40","1,255.80","1,260.00","1,241.70","885.56K","-0.01%"
"06/11/2017","1,256.50","1,269.70","1,284.20","1,252.70","1.10M","-1.17%"
"06/04/2017","1,271.40","1,282.60","1,298.80","1,266.70","1.09M","-0.69%"
"05/28/2017","1,280.20","1,271.20","1,282.20","1,261.30","943.99K","0.95%"
"05/21/2017","1,268.10","1,257.50","1,269.30","1,247.60","1.21M","1.16%"
"05/14/2017","1,253.60","1,228.30","1,265.00","1,226.80","1.35M","2.11%"
"05/07/2017","1,227.70","1,223.10","1,236.90","1,214.30","1.09M","0.07%"
"04/30/2017","1,226.90","1,269.60","1,272.40","1,225.70","1.23M","-3.26%"
"04/23/2017","1,268.30","1,280.00","1,280.00","1,260.70","1.18M","-1.61%"
"04/16/2017","1,289.10","1,292.40","1,297.40","1,275.40","1.21M","0.05%"
"04/09/2017","1,288.50","1,255.60","1,290.70","1,248.20","960.90K","2.48%"
"04/02/2017","1,257.30","1,251.90","1,273.30","1,245.40","1.08M","0.49%"
"03/26/2017","1,251.20","1,245.50","1,261.00","1,241.50","1.05M","0.22%"
"03/19/2017","1,248.50","1,229.00","1,253.30","1,226.60","1.07M","1.49%"
"03/12/2017","1,230.20","1,205.00","1,234.00","1,196.80","1.03M","2.40%"
"03/05/2017","1,201.40","1,233.90","1,237.30","1,194.50","1.06M","-2.05%"
"02/26/2017","1,226.50","1,258.90","1,264.90","1,223.00","1.31M","-2.53%"
"02/19/2017","1,258.30","1,236.40","1,261.20","1,226.80","945.95K","1.55%"
"02/12/2017","1,239.10","1,234.20","1,245.10","1,217.50","1.01M","0.26%"
"02/05/2017","1,235.90","1,221.90","1,246.60","1,220.80","1.11M","1.24%"
"01/29/2017","1,220.80","1,194.60","1,227.50","1,190.00","1.11M","2.73%"
"01/22/2017","1,188.40","1,209.30","1,220.10","1,179.70","1.23M","-1.37%"
"01/15/2017","1,204.90","1,199.40","1,218.90","1,195.40","1.08M","0.73%"
"01/08/2017","1,196.20","1,172.90","1,207.20","1,172.20","1.29M","1.94%"
"01/02/2017","1,173.40","1,151.40","1,185.90","1,146.50","907.61K","1.88%"
"12/26/2016","1,151.70","1,135.30","1,164.30","1,132.80","522.84K","1.60%"
"12/18/2016","1,133.60","1,136.10","1,144.40","1,127.30","574.40K","-0.33%"
"12/11/2016","1,137.40","1,161.40","1,168.00","1,124.30","984.30K","-2.11%"
"12/04/2016","1,161.90","1,182.60","1,190.20","1,157.60","815.45K","-1.35%"
"11/27/2016","1,177.80","1,184.40","1,197.70","1,162.20","1.06M","-0.05%"
"11/20/2016","1,178.40","1,207.30","1,220.90","1,170.30","1.05M","-2.51%"
"11/13/2016","1,208.70","1,227.70","1,233.10","1,201.30","1.29M","-1.27%"
"11/06/2016","1,224.30","1,294.50","1,338.30","1,218.70","2.10M","-6.15%"
"10/30/2016","1,304.50","1,278.30","1,309.30","1,271.90","1.02M","2.17%"
"10/23/2016","1,276.80","1,266.90","1,285.40","1,260.10","806.99K","0.72%"
"10/16/2016","1,267.70","1,252.90","1,275.90","1,251.10","642.10K","0.97%"
"10/09/2016","1,255.50","1,258.50","1,266.80","1,246.90","753.37K","0.29%"
"10/02/2016","1,251.90","1,321.00","1,322.60","1,243.20","1.16M","-4.95%"
"09/25/2016","1,317.10","1,340.80","1,346.10","1,316.00","843.38K","-1.83%"
"09/18/2016","1,341.70","1,313.20","1,347.80","1,310.90","758.65K","2.40%"
"09/11/2016","1,310.20","1,332.00","1,335.90","1,309.20","864.29K","-1.82%"
"09/04/2016","1,334.50","1,328.10","1,357.60","1,325.50","779.90K","0.59%"
"08/28/2016","1,326.70","1,323.80","1,334.00","1,305.50","895.36K","0.06%"
"08/21/2016","1,325.90","1,345.00","1,348.80","1,321.00","981.67K","-1.51%"
"08/14/2016","1,346.20","1,343.60","1,364.30","1,340.50","866.63K","0.22%"
"08/07/2016","1,343.20","1,341.20","1,363.60","1,335.30","848.48K","-0.09%"
"07/31/2016","1,344.40","1,357.20","1,374.20","1,340.40","806.17K","-0.97%"
"07/24/2016","1,357.50","1,322.70","1,362.00","1,311.10","1.11M","2.58%"
"07/17/2016","1,323.40","1,333.40","1,338.80","1,310.70","1.02M","-0.30%"
"07/10/2016","1,327.40","1,368.90","1,376.50","1,320.40","1.15M","-2.28%"
"07/03/2016","1,358.40","1,345.00","1,377.50","1,336.30","1.11M","1.45%"
"06/26/2016","1,339.00","1,322.30","1,347.00","1,308.20","1.05M","1.26%"
"06/19/2016","1,322.40","1,293.00","1,362.60","1,252.80","1.26M","2.13%"
"06/12/2016","1,294.80","1,278.30","1,318.90","1,275.20","1.16M","1.48%"
"06/05/2016","1,275.90","1,245.50","1,280.90","1,236.90","779.24K","2.66%"
"05/29/2016","1,242.90","1,215.10","1,247.40","1,201.50","749.07K","2.15%"
"05/22/2016","1,216.70","1,251.70","1,256.80","1,209.00","1.19M","-2.89%"
"05/15/2016","1,252.90","1,273.10","1,290.40","1,244.60","1.11M","-1.56%"
"05/08/2016","1,272.70","1,286.70","1,289.50","1,258.30","1.03M","-1.65%"
"05/01/2016","1,294.00","1,293.20","1,306.00","1,270.60","1.06M","0.27%"
"04/24/2016","1,290.50","1,234.50","1,299.00","1,231.30","941.60K","4.92%"
"04/17/2016","1,230.00","1,236.30","1,272.40","1,228.50","1.01M","-0.37%"
"04/10/2016","1,234.60","1,241.80","1,264.70","1,225.40","800.23K","-0.74%"
"04/03/2016","1,243.80","1,223.00","1,245.00","1,215.70","705.26K","1.66%"
"03/27/2016","1,223.50","1,216.00","1,246.80","1,206.00","832.97K","0.16%"
"03/20/2016","1,221.60","1,255.20","1,260.90","1,211.20","808.22K","-2.61%"
"03/13/2016","1,254.30","1,250.90","1,271.90","1,226.00","962.89K","-0.40%"
"03/06/2016","1,259.40","1,260.50","1,287.80","1,237.50","1.18M","-0.89%"
"02/28/2016","1,270.70","1,223.10","1,280.70","1,216.30","1.18M","4.12%"
"02/21/2016","1,220.40","1,226.90","1,254.30","1,202.50","1.05M","-0.84%"
"02/14/2016","1,230.80","1,236.30","1,240.60","1,191.50","869.63K","-0.69%"
"02/07/2016","1,239.40","1,174.00","1,263.90","1,164.50","1.17M","7.06%"
"01/31/2016","1,157.70","1,118.00","1,175.00","1,115.30","817.59K","3.70%"
"01/24/2016","1,116.40","1,097.80","1,128.00","1,097.60","827.22K","1.83%"
"01/17/2016","1,096.30","1,089.30","1,109.90","1,082.10","674.87K","0.51%"
"01/10/2016","1,090.70","1,103.60","1,108.30","1,071.10","864.67K","-0.66%"
"01/03/2016","1,097.90","1,061.50","1,113.10","1,061.00","866.94K","3.56%"
"12/27/2015","1,060.20","1,075.20","1,076.50","1,056.50","312.92K","-1.46%"
"12/20/2015","1,075.90","1,065.20","1,081.40","1,063.10","321.93K","1.02%"
"12/13/2015","1,065.00","1,073.00","1,077.90","1,046.80","671.21K","-0.99%"
"12/06/2015","1,075.70","1,085.50","1,086.10","1,061.70","630.65K","-0.77%"
"11/29/2015","1,084.10","1,056.00","1,088.30","1,045.40","741.43K","2.64%"
"11/22/2015","1,056.20","1,076.40","1,080.70","1,051.60","672.40K","-1.87%"
"11/15/2015","1,076.30","1,087.90","1,097.40","1,062.00","822.74K","-0.43%"
"11/08/2015","1,080.90","1,089.10","1,094.90","1,073.00","796.91K","-0.63%"
"11/01/2015","1,087.70","1,141.30","1,142.70","1,084.50","765.98K","-4.70%"
"10/25/2015","1,141.40","1,163.80","1,183.10","1,138.40","642.61K","-1.84%"
"10/18/2015","1,162.80","1,176.90","1,181.40","1,158.60","623.68K","-1.72%"
"10/11/2015","1,183.10","1,155.00","1,191.70","1,151.30","752.51K","2.35%"
"10/04/2015","1,155.90","1,137.00","1,159.30","1,129.60","616.86K","1.70%"
"09/27/2015","1,136.60","1,145.00","1,147.80","1,103.80","678.88K","-0.79%"
"09/20/2015","1,145.60","1,138.70","1,156.40","1,120.50","660.75K","0.69%"
"09/13/2015","1,137.80","1,107.00","1,141.50","1,101.50","579.56K","3.13%"
"09/06/2015","1,103.30","1,123.00","1,126.00","1,097.70","561.75K","-1.61%"
"08/30/2015","1,121.40","1,132.70","1,147.30","1,115.70","559.38K","-1.11%"
"08/23/2015","1,134.00","1,160.20","1,169.80","1,116.90","966.10K","-2.21%"
"08/16/2015","1,159.60","1,113.50","1,167.90","1,108.50","750.12K","4.21%"
"08/09/2015","1,112.70","1,094.00","1,126.30","1,089.00","765.90K","1.70%"
"08/02/2015","1,094.10","1,095.10","1,098.90","1,080.20","603.17K","-0.09%"
"07/26/2015","1,095.10","1,098.60","1,104.40","1,079.20","870.41K","0.88%"
"07/19/2015","1,085.50","1,132.40","1,132.50","1,072.30","1.07M","-4.10%"
"07/12/2015","1,131.90","1,162.30","1,163.90","1,129.60","673.23K","-2.25%"
"07/02/2015","1,157.90","1,173.20","1,174.40","1,145.90","751.02K","-0.48%"
"06/28/2015","1,163.50","1,182.50","1,187.60","1,155.80","533.81K","-0.83%"
"06/21/2015","1,173.20","1,199.70","1,200.80","1,167.10","564.61K","-2.39%"
"06/14/2015","1,201.90","1,180.00","1,205.70","1,171.90","608.32K","1.93%"
"06/07/2015","1,179.20","1,170.80","1,191.80","1,168.50","524.68K","0.95%"
"05/31/2015","1,168.10","1,189.80","1,204.70","1,162.10","713.04K","-1.82%"
"05/24/2015","1,189.80","1,205.20","1,208.20","1,180.20","697.01K","-1.18%"
"05/17/2015","1,204.00","1,222.80","1,232.00","1,200.80","710.27K","-1.74%"
"05/10/2015","1,225.30","1,189.00","1,227.70","1,178.00","820.15K","3.06%"
"05/03/2015","1,188.90","1,176.60","1,199.30","1,176.60","602.00K","1.23%"
"04/26/2015","1,174.50","1,179.30","1,214.90","1,168.40","837.26K","-0.04%"
"04/19/2015","1,175.00","1,204.40","1,209.00","1,174.10","668.39K","-2.34%"
"04/12/2015","1,203.10","1,207.20","1,209.30","1,183.50","668.77K","-0.12%"
"04/05/2015","1,204.60","1,212.60","1,224.50","1,192.40","543.19K","0.31%"
"03/29/2015","1,200.90","1,198.60","1,208.70","1,178.20","513.20K","0.09%"
"03/22/2015","1,199.80","1,183.20","1,219.50","1,178.60","929.01K","1.28%"
"03/15/2015","1,184.60","1,157.90","1,187.40","1,141.60","795.94K","2.79%"
"03/08/2015","1,152.40","1,169.60","1,174.40","1,146.50","745.47K","-1.02%"
"03/01/2015","1,164.30","1,213.80","1,223.00","1,162.90","742.98K","-4.02%"
"02/22/2015","1,213.10","1,203.50","1,219.90","1,190.00","588.95K","0.68%"
"02/15/2015","1,204.90","1,227.50","1,236.70","1,197.20","527.94K","-1.81%"
"02/08/2015","1,227.10","1,235.90","1,245.90","1,216.50","511.85K","-0.61%"
"02/01/2015","1,234.60","1,283.00","1,286.50","1,228.20","756.98K","-3.49%"
"01/25/2015","1,279.20","1,292.80","1,299.20","1,252.10","943.76K","-1.04%"
"01/18/2015","1,292.60","1,280.70","1,307.80","1,272.10","824.29K","1.23%"
"01/11/2015","1,276.90","1,223.00","1,282.40","1,217.50","1.02M","5.00%"
"01/04/2015","1,216.10","1,187.80","1,224.00","1,177.80","735.03K","2.52%"
"12/28/2014","1,186.20","1,194.90","1,210.90","1,167.30","418.83K","-0.76%"
"12/21/2014","1,195.30","1,196.00","1,203.60","1,170.70","348.50K","-0.06%"
"12/14/2014","1,196.00","1,222.00","1,225.00","1,182.00","764.07K","-2.17%"
"12/07/2014","1,222.50","1,191.20","1,239.00","1,187.30","756.93K","2.70%"
"11/30/2014","1,190.40","1,159.40","1,221.00","1,141.70","931.69K","1.27%"
"11/23/2014","1,175.50","1,199.90","1,203.80","1,163.90","745.70K","-1.85%"
"11/16/2014","1,197.70","1,185.50","1,207.60","1,173.90","1.02M","1.02%"
"11/09/2014","1,185.60","1,176.80","1,192.90","1,145.50","1.05M","1.35%"
"11/02/2014","1,169.80","1,171.10","1,179.00","1,130.40","991.99K","-0.15%"
"10/26/2014","1,171.60","1,230.60","1,235.50","1,160.50","852.56K","-4.89%"
"10/19/2014","1,231.80","1,239.10","1,255.60","1,226.30","594.19K","-0.58%"
"10/12/2014","1,239.00","1,224.80","1,250.30","1,222.00","789.70K","1.42%"
"10/05/2014","1,221.70","1,192.00","1,234.00","1,183.30","768.99K","2.41%"
"09/28/2014","1,192.90","1,219.10","1,224.00","1,190.30","769.73K","-1.85%"
"09/21/2014","1,215.40","1,216.40","1,237.00","1,206.60","758.47K","-0.10%"
"09/14/2014","1,216.60","1,228.30","1,243.20","1,214.20","680.01K","-1.21%"
"09/07/2014","1,231.50","1,269.50","1,272.60","1,228.10","683.13K","-2.82%"
"08/31/2014","1,267.30","1,288.50","1,290.90","1,258.00","556.23K","-1.56%"
"08/24/2014","1,287.40","1,280.80","1,297.60","1,275.00","411.36K","0.56%"
"08/17/2014","1,280.20","1,304.20","1,304.90","1,273.40","474.73K","-1.99%"
"08/10/2014","1,306.20","1,310.40","1,321.80","1,293.00","555.68K","-0.37%"
"08/03/2014","1,311.00","1,295.40","1,324.30","1,283.30","604.25K","1.25%"
"07/27/2014","1,294.80","1,307.90","1,312.10","1,281.00","737.75K","-0.65%"
"07/20/2014","1,303.30","1,311.30","1,319.00","1,287.50","609.63K","-0.47%"
"07/13/2014","1,309.40","1,339.50","1,340.90","1,292.60","802.82K","-2.09%"
"07/03/2014","1,337.40","1,321.40","1,346.80","1,312.10","682.99K","1.27%"
"06/29/2014","1,320.60","1,316.80","1,334.90","1,309.40","512.18K","0.05%"
"06/22/2014","1,320.00","1,314.90","1,326.60","1,305.40","609.34K","0.26%"
"06/15/2014","1,316.60","1,276.80","1,322.50","1,258.00","704.77K","3.34%"
"06/08/2014","1,274.10","1,253.00","1,278.10","1,250.10","438.93K","1.72%"
"06/01/2014","1,252.50","1,250.50","1,258.20","1,240.20","496.96K","0.52%"
"05/25/2014","1,246.00","1,293.60","1,294.80","1,242.20","697.70K","-3.54%"
"05/18/2014","1,291.70","1,293.00","1,305.70","1,282.90","639.21K","-0.13%"
"05/11/2014","1,293.40","1,289.80","1,309.20","1,277.70","636.24K","0.45%"
"05/04/2014","1,287.60","1,300.90","1,315.80","1,284.80","621.42K","-1.17%"
"04/27/2014","1,302.90","1,303.20","1,306.60","1,272.00","632.88K","0.16%"
"04/20/2014","1,300.80","1,294.90","1,305.20","1,268.40","616.31K","0.53%"
"04/13/2014","1,293.90","1,321.00","1,331.40","1,284.40","502.50K","-1.90%"
"04/06/2014","1,319.00","1,304.00","1,324.90","1,295.80","543.65K","1.19%"
"03/30/2014","1,303.50","1,295.00","1,307.50","1,277.40","614.81K","0.71%"
"03/23/2014","1,294.30","1,335.00","1,335.70","1,286.10","844.66K","-3.12%"
"03/16/2014","1,336.00","1,383.10","1,392.60","1,320.80","821.80K","-3.12%"
"03/09/2014","1,379.00","1,340.80","1,388.40","1,327.50","860.81K","3.05%"
"03/02/2014","1,338.20","1,332.40","1,355.00","1,326.60","713.38K","1.26%"
"02/23/2014","1,321.60","1,325.50","1,345.60","1,318.70","658.39K","-0.15%"
"02/16/2014","1,323.60","1,318.60","1,332.40","1,307.10","535.88K","0.38%"
"02/09/2014","1,318.60","1,265.40","1,321.50","1,264.70","637.65K","4.41%"
"02/02/2014","1,262.90","1,242.00","1,274.50","1,240.40","568.88K","1.86%"
"01/26/2014","1,239.80","1,270.10","1,279.80","1,237.50","740.02K","-1.94%"
"01/19/2014","1,264.30","1,252.50","1,273.20","1,230.80","632.56K","0.99%"
"01/12/2014","1,251.90","1,247.70","1,255.30","1,233.50","584.33K","0.40%"
"01/05/2014","1,246.90","1,237.00","1,248.50","1,212.60","722.48K","0.67%"
"12/29/2013","1,238.60","1,213.80","1,239.60","1,181.40","454.99K","2.03%"
"12/22/2013","1,214.00","1,202.50","1,218.90","1,191.80","266.87K","0.86%"
"12/15/2013","1,203.70","1,237.30","1,251.70","1,186.00","762.57K","-2.50%"
"12/08/2013","1,234.60","1,229.90","1,267.50","1,219.50","613.90K","0.46%"
"12/01/2013","1,229.00","1,250.60","1,251.50","1,210.10","775.93K","-1.71%"
"11/24/2013","1,250.40","1,241.60","1,257.80","1,225.70","641.76K","0.51%"
"11/17/2013","1,244.10","1,288.90","1,289.20","1,235.80","774.52K","-3.36%"
"11/10/2013","1,287.40","1,288.30","1,293.80","1,260.50","631.45K","0.22%"
"11/03/2013","1,284.60","1,313.00","1,326.00","1,280.50","646.10K","-2.18%"
"10/27/2013","1,313.20","1,352.70","1,361.80","1,305.60","691.62K","-2.91%"
"10/20/2013","1,352.50","1,316.00","1,356.40","1,309.50","591.68K","2.88%"
"10/13/2013","1,314.60","1,275.50","1,328.90","1,251.00","800.11K","3.66%"
"10/06/2013","1,268.20","1,312.30","1,330.80","1,259.60","704.97K","-3.18%"
"09/29/2013","1,309.90","1,343.50","1,353.80","1,276.90","744.72K","-2.19%"
"09/22/2013","1,339.20","1,327.00","1,345.20","1,305.50","733.69K","0.50%"
"09/15/2013","1,332.50","1,333.50","1,375.40","1,291.50","909.85K","1.83%"
"09/08/2013","1,308.60","1,391.10","1,395.00","1,304.60","667.83K","-5.62%"
"09/01/2013","1,386.50","1,394.00","1,416.40","1,358.80","681.17K","-0.69%"
"08/25/2013","1,396.10","1,399.00","1,434.00","1,388.40","577.54K","0.02%"
"08/18/2013","1,395.80","1,377.10","1,399.90","1,351.60","720.28K","1.81%"
"08/11/2013","1,371.00","1,313.50","1,379.20","1,313.50","812.83K","4.48%"
"08/04/2013","1,312.20","1,312.20","1,320.30","1,271.80","610.05K","0.13%"
"07/28/2013","1,310.50","1,333.60","1,339.70","1,282.40","831.31K","-0.83%"
"07/21/2013","1,321.50","1,296.20","1,348.70","1,295.40","879.59K","2.21%"
"07/14/2013","1,292.90","1,283.90","1,299.70","1,269.30","725.81K","1.20%"
"07/07/2013","1,277.60","1,221.10","1,297.20","1,214.40","840.94K","5.35%"
"06/30/2013","1,212.70","1,232.90","1,267.00","1,206.90","753.68K","-0.90%"
"06/23/2013","1,223.70","1,296.30","1,300.70","1,179.40","1.21M","-5.29%"
"06/16/2013","1,292.00","1,390.10","1,391.40","1,268.70","902.63K","-6.89%"
"06/09/2013","1,387.60","1,383.00","1,394.40","1,364.50","596.01K","0.33%"
"06/02/2013","1,383.00","1,388.80","1,423.30","1,377.10","775.16K","-0.72%"
"05/26/2013","1,393.00","1,386.30","1,421.60","1,372.10","834.36K","0.46%"
"05/19/2013","1,386.60","1,361.30","1,413.30","1,336.30","1.17M","1.60%"
"05/12/2013","1,364.70","1,447.70","1,448.30","1,353.60","1.01M","-5.00%"
"05/05/2013","1,436.60","1,470.00","1,478.40","1,418.50","826.12K","-1.88%"
"04/28/2013","1,464.20","1,466.20","1,487.20","1,439.70","774.67K","0.73%"
"04/21/2013","1,453.60","1,408.30","1,484.80","1,403.50","981.86K","4.16%"
"04/14/2013","1,395.60","1,481.00","1,495.00","1,321.50","1.83M","-7.05%"
"04/07/2013","1,501.40","1,580.80","1,590.10","1,476.00","926.73K","-4.73%"
"03/31/2013","1,575.90","1,598.10","1,604.30","1,539.40","816.71K","-1.24%"
"03/24/2013","1,595.70","1,608.80","1,612.80","1,588.40","702.99K","-0.65%"
"03/17/2013","1,606.10","1,597.00","1,616.50","1,589.60","738.84K","0.85%"
"03/10/2013","1,592.60","1,578.30","1,598.80","1,574.50","636.57K","1.00%"
"03/03/2013","1,576.90","1,578.00","1,585.80","1,560.40","795.02K","0.29%"
"02/24/2013","1,572.30","1,579.70","1,619.70","1,564.00","974.98K","-0.03%"
"02/17/2013","1,572.80","1,610.00","1,618.80","1,554.30","846.38K","-2.28%"
"02/10/2013","1,609.50","1,667.90","1,670.30","1,596.70","862.41K","-3.44%"
"02/03/2013","1,666.90","1,669.10","1,687.00","1,661.80","642.09K","-0.22%"
"01/27/2013","1,670.60","1,657.90","1,685.00","1,651.00","850.14K","0.85%"
"01/20/2013","1,656.60","1,686.50","1,695.90","1,655.00","648.64K","-1.80%"
"01/13/2013","1,687.00","1,659.50","1,697.80","1,659.50","732.64K","1.59%"
"01/06/2013","1,660.60","1,656.30","1,678.80","1,642.60","754.76K","0.71%"
"12/30/2012","1,648.90","1,655.90","1,695.40","1,626.00","614.56K","-0.42%"
"12/23/2012","1,655.90","1,658.00","1,668.70","1,650.60","267.75K","-0.25%"
"12/16/2012","1,660.10","1,698.40","1,704.40","1,636.00","757.84K","-2.17%"
"12/09/2012","1,697.00","1,705.40","1,725.00","1,690.70","589.06K","-0.50%"
"12/02/2012","1,705.50","1,715.50","1,724.90","1,684.10","751.42K","-0.42%"
"11/25/2012","1,712.70","1,751.50","1,752.30","1,705.50","961.32K","-2.21%"
"11/18/2012","1,751.40","1,714.40","1,755.00","1,713.40","548.53K","2.14%"
"11/11/2012","1,714.70","1,731.80","1,738.00","1,704.50","711.58K","-0.94%"
"11/04/2012","1,730.90","1,676.70","1,739.40","1,672.50","887.99K","3.32%"
"10/28/2012","1,675.20","1,712.20","1,727.50","1,674.80","579.81K","-2.14%"
"10/21/2012","1,711.90","1,722.70","1,731.20","1,698.70","670.37K","-0.70%"
"10/14/2012","1,724.00","1,755.20","1,755.50","1,716.00","656.09K","-2.03%"
"10/07/2012","1,759.70","1,782.00","1,782.50","1,753.50","613.90K","-1.18%"
"09/30/2012","1,780.80","1,773.70","1,798.10","1,765.70","749.93K","0.39%"
"09/23/2012","1,773.90","1,774.70","1,785.90","1,738.30","851.65K","-0.23%"
"09/16/2012","1,778.00","1,773.50","1,790.00","1,753.20","775.01K","0.30%"
"09/09/2012","1,772.70","1,738.00","1,780.20","1,720.00","859.35K","1.85%"
